Company Name,Address,Phone,Website,Mail,Facebook,Instagram,Company Link,Company ID
Café Mezzo,"Lækjargötu 2a, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6908111110,690811-1110
113 ehf,"Gerðarbrunni 52, 113 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5010230430,501023-0430
Geitin Garðabæ,"Urriðaholtsstræti 2-4, 210 Garðabæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5603212010,560321-2010
Hvönn Restaurant,"Skálholti, 806 Selfossi (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7006200420,700620-0420
Sólon Bistro,"Bankastræti 7a, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7009131550,700913-1550
Sushi train,"Tryggvagötu 13, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6504232160,650423-2160
El Faro Restaurant,"Norðurljósavegi 2, 251 Suðurnesjabæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5701220370,570122-0370
Gamla Pósthúsið - Bistro,"Pósthússtræti 13, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4608032680,460803-2680
,,,,,,,,
Ara restaurant bar,"Búðakór 1, 203 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4311150930,431115-0930
Bæjarins beztu sf skrifstofa,"Tryggvagötu, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6007942569,600794-2569
Chickpea ehf.,"Hallveigarstíg 1, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4909190660,490919-0660
Restó Veitingahús,"Rauðarárstíg 27-29, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6801003140,680100-3140
Yellow,"Austurvegi 3, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7105161030,710516-1030
YAM veitingahús,"Þverholti 2, 270 Mosfellsbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6911993559,691199-3559
Kaffihúsið Húsið,"Hrannargötu 2, 400 Ísafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6802120740,680212-0740
Veitingahúsið Hraun ehf,"Grundarbraut 2, 355 Ólafsvík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5512141680,551214-1680
Gaia Restaurant,"Ægisgarði 2 Sólfell, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4502180490,450218-0490
Heitur matur,"Hrísalundi 5, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6302043720,630204-3720
Harbour Restaurant and Bar,"Hafnarlóð 7, 545 Skagaströnd",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5105211530,510521-1530
Tanginn,"Básaskersbryggju 8, 900 Vestmannaeyjum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5111130320,511113-0320
Surf and Turf,"Austurvegi 22, 800 Selfossi",,,,,,,
Frystiklefinn restaurant & bar,"Gamla Frystihúsið, 720 Borgarfirði eystra",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7105060430,710506-0430
Nielsen restaurant,"Tjarnarbraut 1, 700 Egilsstöðum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4612180910,461218-0910
AALTO bistro veitinga- og kaffihús Norræna húsinu,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5309130150,530913-0150
Pizzabær,"Þverholti 2, 270 Mosfellsbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5206962539,520696-2539
Stykkið Pizzagerð,"Borgarbraut 1, 340 Stykkishólmi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6806130440,680613-0440
Fosstún Guesthouse,"Fosstúni, 861 Hvolsvelli (dreifbýli)",,,,,,,
Fjörugarðurinn Fjaran,"Víkingastræti 1-3, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6304901119,630490-1119
Potturinn og pannan - veitingahús og veisluþjónusta,"Brautarholti 22, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4909090280,490909-0280
Blágrýti ehf,"Dalbraut 8, 620 Dalvík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5710160870,571016-0870
,,,,,,,,
Gló,"Fákafeni 11, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7006080500,700608-0500
Kebab kings ehf,"Fjarðargötu 13-15, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6908141370,690814-1370
Kaffivagninn,"Grandagarði 10, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6603022630,660302-2630
Svarti Pétur,"Stillholti 16-18, 300 Akranesi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4506141810,450614-1810
Dj grill,"Strandgötu 11, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4507110200,450711-0200
TORGIÐ restaurant,"Gránugötu 23, 580 Siglufirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4103161960,410316-1960
Kopar Restaurant ehf,"Geirsgötu 3, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5402033850,540203-3850
ESG-veitingar ehf,"Hrafnadalsvegi, 460 Tálknafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5104060790,510406-0790
Gamli Baukur,"Hafnarstétt 9, 640 Húsavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6311070870,631107-0870
A Hansen veitingastaður,"Vesturgötu 4, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5002160690,500216-0690
Block Burger,"Skólavörðustíg 8, bakhús, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5112140410,511214-0410
Old Iceland restaurant,"Laugavegi 72, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6904142440,690414-2440
Þula Café Bistro - Menningarhúsinu Bergi,"Goðabraut, 620 Dalvík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4112081840,411208-1840
Gríska Húsið,"Spönginni 15, 112 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5406160940,540616-0940
TÓST by Vínstúkan,"Laugavegi 27, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5504192380,550419-2380
Ginger veitingastaður,"Síðumúla 17, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4202101830,420210-1830
Caffe Bristól ehf,"Selvogsbraut 4, 815 Þorlákshöfn",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5903131650,590313-1650
Matur og drykkur,"Grandagarði 2, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5112141220,511214-1220
Viking Kebab,"Engihjalla 8, 200 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5210111810,521011-1810
Culina veitingar,"Ránargötu 46, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6212161710,621216-1710
Edinborg Bistro ehf,"Aðalstræti 7, 400 Ísafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6911180530,691118-0530
THAI Keflavík ehf,"Grænásbraut 920, 262 Reykjanesbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5103051240,510305-1240
Mathús Garðabæjar,"Garðatorgi 4b, 210 Garðabæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5808220880,580822-0880
Fernando's,"Hafnargötu 28, 230 Reykjanesbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4602202110,460220-2110
Gamli bærinn,"Gamla Bæ, 660 Mývatni",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6212976949,621297-6949
Gamla Pósthúsið - veitingahús,"Tjarnargötu 26, 190 Vogum",,,,,,,
Narfeyrarstofa,"Aðalgötu 3, 340 Stykkishólmi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6706013660,670601-3660
Pizza 107,"Hagamel 67, 107 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5302231080,530223-1080
Brú Guesthouse,"Brú, 861 Hvolsvelli (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6408012710,640801-2710
Café Atlanta,"Hlíðasmára 3, 201 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6503871639,650387-1639
Haninn veitingastaður,"Suðurlandsbraut 46, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4305101260,430510-1260
,,,,,,,,
Kaffi Selfoss,"Eyravegi 2, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6011152120,601115-2120
Meze,"Laugavegi 42, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6504052260,650405-2260
Veitingastaðurinn Leni,"Álfheimum 2, 104 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5206131610,520613-1610
Chuck Norris grill ehf,"Laugavegi 30, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6802180560,680218-0560
Grillmeistarinn,,,,,,,,
Borgarpylsur,"Skeifunni 5, 108 Reykjavík",,,,,,,
Fjaran seafood and grill restaurant,"Naustagarði 2, 640 Húsavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4303160360,430316-0360
Fernando's Restaurant,"Hafnargötu 28, 230 Reykjanesbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7011160700,701116-0700
Thai Grill,"Hagamel 67, 107 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5405140620,540514-0620
Yndisauki - Bistro/Kaffihús/Sælkeraþjónusta,"Efstaleiti 25b, 103 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6804042590,680404-2590
Verksmiðjan Restaurant ehf,"Glerártorgi, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4710160390,471016-0390
Joe´s Diner,"Ármúla 7, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7001140230,700114-0230
Skreið,"Laugavegi 4, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5003220390,500322-0390
Höfnin veitingastaður,"Geirsgötu 7, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4905002430,490500-2430
Grill Kebab,"Hringbraut 92a, 230 Reykjanesbæ",,,,,,,
Sólvík veitingastaður,"Sólvík, 565 Hofsósi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6605002940,660500-2940
Kebab Sara ehf.,"Grensásvegi 14, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4802221560,480222-1560
Hosiló,"Hverfisgötu 12, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4807201130,480720-1130
Shanghai Restaurant ehf,"Laugavegi 60, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4606141980,460614-1980
Kaffi Rauðka,"Gránugötu 19, 580 Siglufirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5008071210,500807-1210
,,,,,,,,
Vietnam Restaurant ehf,"Suðurlandsbraut 8, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4605101390,460510-1390
Veiðistaðurinn-The Fishing spot Veitingastaður,"Vesturbraut 12, 370 Búðardal",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4712101530,471210-1530
Gandhi indverskur veitingastaður,"Bergstaðastræti 13, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5812983669,581298-3669
Pylsubarinn Hafnarfirði,"Fjarðargötu 9, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6405962799,640596-2799
Papas pizza,"Hafnargötu 7a, 240 Grindavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5911130890,591113-0890
Sport & Grill Heimavöllur Ella,"Hagasmára 1 Smáralind, 201 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5404042670,540404-2670
,,,,,,,,
Hlöðufell Restaurant ehf.,"Héðinsbraut 3, 640 Húsavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6502220750,650222-0750
Freyvangsleikhúsið,"Freyvangi, 605 Akureyri (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5410801399,541080-1399
Pizza 67,"Heiðarvegi 5, 900 Vestmannaeyjum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5906140410,590614-0410
Pizzafjörður ehf,"Strandgötu 25, 735 Eskifirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7103110560,710311-0560
Lighthouse Restaurant ehf,"Kirkjubraut 8-10, 300 Akranesi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6009130260,600913-0260
Akureyri Fish and Chips,"Óseyri 4, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4303160520,430316-0520
Pizzan,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6810161200,681016-1200
Friday's veitingastaður Smáralind,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5712995349,571299-5349
Bryggjufélagið ehf. ehf,"Strandgötu 49 Gránufélagshús, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4910982369,491098-2369
Logn - restaurant & bar Hótel Ísafirði,"Silfurtorgi 2, 400 Ísafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6705750399,670575-0399
Sjávarpakkhúsið,"Hafnargötu 2, 340 Stykkishólmi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6602161620,660216-1620
Vagninn ehf,"Hafnarstræti 19, 425 Flateyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4911071030,491107-1030
Heima hjá þér slf,"Tjarnarvöllum 15, 221 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7110131800,711013-1800
Bautinn Grill,"Hafnarstræti 92 Bautinn, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5404710379,540471-0379
Primo,"Þingholtsstræti 1, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6005110840,600511-0840
Hannesarholt,"Grundarstíg 10, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7108090890,710809-0890
Green Highlander ehf,"Smiðjustíg 13, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4711130340,471113-0340
Frón veitingar ehf,"Eyravegi 35, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5703090210,570309-0210
Vefjan ehf,"Gnoðarvogi 44, 104 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5601231240,560123-1240
Castello - Pizzeria,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6704090230,670409-0230
Jörgensen Kitchen & Bar ehf,"Laugavegi 120, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4509051430,450905-1430
Nepalese Kitchen,"Laugavegi 60a, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4309140570,430914-0570
Craft Burger Kitchen ehf,"Nýbýlavegi 6, 200 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5408180880,540818-0880
Astro Pizza,"Glerárgötu 34b, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6407180130,640718-0130
Askur veitingahús,"Suðurlandsbraut 4, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4302200120,430220-0120
Reykjavík chips,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4602202540,460220-2540
The Restaurant Academy ehf,"Lyngbrekku 7, 200 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6007211270,600721-1270
Skaftfell bistro,"Austurvegi 42, 710 Seyðisfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6507972649,650797-2649
Sakebarinn veitingastaður,"Laugavegi 2, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4407032240,440703-2240
Pizza King ehf,"Skipholti 70, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4205050940,420505-0940
Fine Restaurant,"Rauðarárstíg 33, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5703151290,570315-1290
Hendur í höfn kaffihús og glervinnustofa,"Selvogsbraut 4, 815 Þorlákshöfn",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7012150790,701215-0790
Jón sterki matsölustaður,"Iðndal 2, 190 Vogum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5302070480,530207-0480
Tilveran veitingahús,"Linnetsstíg 1, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4606061950,460606-1950
Hamborgarasmiðjan,"Grensásvegi 5-7, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6501130200,650113-0200
BRÚT Restaurant,"Pósthússtræti 2, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6301200120,630120-0120
59 Bistro Bar,"Grundargötu 59, 350 Grundarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5005130390,500513-0390
Djúsí Sushi,"Pósthússtræti 3, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6012212090,601221-2090
,,,,,,,,
Bangkok ehf,"Smiðjuvegi 11, 200 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5504142010,550414-2010
Serrano,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4110022840,411002-2840
Hepputorg,"Heppuvegi 6, 780 Höfn í Hornafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5504212750,550421-2750
Gamla Kaupfélagið / Veislur og viðburðir ehf,"Kirkjubraut 11, 300 Akranesi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6203161050,620316-1050
Flugkaffi,"Akureyrarflugvelli, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6108032880,610803-2880
Veitingahúsið Suður-Vík ehf,"Suðurvíkurvegi 1, 870 Vík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6708120140,670812-0140
Thai Sakhon Restaurant,"Selvogsbraut 41, 815 Þorlákshöfn",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5903033560,590303-3560
Kaffi Hornið veitingastaður,"Hafnarbraut 42, 780 Höfn í Hornafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5502992679,550299-2679
Kína Flavour veitingastaður,"Lækjargötu 10, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6007100440,600710-0440
KastrupRVK,"Hverfisgötu 6, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7101220750,710122-0750
Babalú ehf,"Skólavörðustíg 22, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4606080150,460608-0150
Smurbrauðstofan Bitahöllin,"Stórhöfða 15, 110 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4811881569,481188-1569
Lausn matvæli ehf,"Suðurlandsbraut 2, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5311140940,531114-0940
Pünk Restaurant,"Hverfisgötu 20, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5702230700,570223-0700
Ásmundarsalur ehf,"Freyjugötu 41, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5904160370,590416-0370
Rossopomodoro veitingastaður,"Laugavegi 40a, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6103060120,610306-0120
Bambus,"Borgartúni 16, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4811120870,481112-0870
Höllin veitingahús ehf,"Hafnargötu 16, 625 Ólafsfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5206061490,520606-1490
Pylsuvagninn Selfossi ehf v/Tryggvatorg,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4304022420,430402-2420
Jordan Grill,"Hamraborg 14a, 200 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4709091610,470909-1610
Pakkhús - veitingar ehf,"Krosseyjarvegi 3, 780 Höfn í Hornafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6911111640,691111-1640
Ramen Momo,"Tryggvagötu 16, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7009081430,700908-1430
27 Mathús & Bar,"Víkurhvarfi 1, 203 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5103161690,510316-1690
Messinn,"Lækjargötu 6b, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6205131560,620513-1560
Áslákur alvöru sveitakrá ehf,"Ási, 270 Mosfellsbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4202042130,420204-2130
Norð Austur sushi & bar,"Norðurgötu 2, 710 Seyðisfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5107032510,510703-2510
Pizzavagninn,"Laxárdal 2, 804 Selfossi (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6606081920,660608-1920
Grái Kötturinn kaffistofa,"Hverfisgötu 16a, 101 Reykjavík",,,,,,,
Café Milanó,"Faxafeni 11, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6812922099,681292-2099
Nonnabiti,"Bæjarlind 14-16, 201 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5008952339,500895-2339
Devitos Pizza ehf,"Laugavegi 126, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4204032320,420403-2320
Deli veitingastaður,"Bankastræti 14, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4208022180,420802-2180
Byrja ehf. ehf,"Austurvegi 3, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7010230210,701023-0210
Kaffi Bifröst,"Bifröst, 311 Borgarnesi (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5502690239,550269-0239
Drekinn Foldaskála,"Hverafold 1-3, 112 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4910140400,491014-0400
Skálinn í Þorlákshöfn,"Óseyrarbraut 15, 815 Þorlákshöfn",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6708042910,670804-2910
Hvíta Húsið skemmtistaður og sportbar,"Hrísmýri 6, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7101013530,710101-3530
Skipper,"Þvervegi 2, 340 Stykkishólmi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4809231890,480923-1890
Pronto Pizzur,"Ketilsbraut 22, 640 Húsavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6301692919,630169-2919
Canton ehf,"Strandvegi 49, 900 Vestmannaeyjum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4607120680,460712-0680
Kaffi Vínyl,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4505150350,450515-0350
Skalli,"Austurvegi 46, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4202061190,420206-1190
Reykjavík Kitchen (Restaurant),"Rauðarárstíg 8, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5204180240,520418-0240
Grand Brasserie,"Sigtúni 38, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6301692919,630169-2919
Krua Mai - tælenski veitingastaðurinn,"Spönginni 13, 112 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5005051840,500505-1840
Kröns kitchen & bar,"Laugavegi 74, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4505091590,450509-1590
"Hólanes restaurant - Kántrýbær, 545 Skagaströnd",,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6802061470,680206-1470
Z Bistro,"Víkurbraut 2, 780 Höfn í Hornafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6209151650,620915-1650
Salt cafe bistro,"Miðvangi 2, 700 Egilsstöðum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5406051490,540605-1490
Wilsons pizza,"Eddufelli 6, 111 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5804051770,580405-1770
Apotek restaurant,"Austurstræti 16, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5202131550,520213-1550
Veitingahúsið Múlakaffi,"Hallarmúla 1, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6607720229,660772-0229
Smass,"Ægisíðu 123, 107 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5901110660,590111-0660
KNA Veitingar ehf,"Eyrarvegi 3, 680 Þórshöfn",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5909141180,590914-1180
900 Grillhús,"Vestmannabraut 23, 900 Vestmannaeyjum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4910180970,491018-0970
